id,title,description,is_premium,difficulty,solution_link,acceptance_rate,frequency,url,discuss_count,accepted,submissions,companies,related_topics,likes,dislikes,rating,asked_by_faang,similar_questions
1147,Longest Chunked Palindrome Decomposition,"You are given a string `text`. You should split it to k substrings `(subtext1, subtext2, ..., subtextk)` such that:
`subtexti` is a non-empty string.

The concatenation of all the substrings is equal to `text` (i.e., `subtext1 + subtext2 + ... + subtextk == text`).

`subtexti == subtextk - i + 1` for all valid values of `i` (i.e., `1 <= i <= k`).

Return the largest possible value of `k`.


Example 1:
Input: text = ""ghiabcdefhelloadamhelloabcdefghi""
Output: 7
Explanation: We can split the string on ""(ghi)(abcdef)(hello)(adam)(hello)(abcdef)(ghi)"".


Example 2:
Input: text = ""merchant""
Output: 1
Explanation: We can split the string on ""(merchant)"".


Example 3:
Input: text = ""antaprezatepzapreanta""
Output: 11
Explanation: We can split the string on ""(a)(nt)(a)(pre)(za)(tpe)(za)(pre)(a)(nt)(a)"".


Example 4:
Input: text = ""aaa""
Output: 3
Explanation: We can split the string on ""(a)(a)(a)"".


Constraints:
`1 <= text.length <= 1000`
`text` consists only of lowercase English characters.",0,Hard,,59.5,0.0,https://leetcode.com/problems/longest-chunked-palindrome-decomposition,205,12.3K,20.6K,Google,Dynamic Programming,264,16,94,1,
1150,Check If a Number Is Majority Element in a Sorted Array,"Given an array `nums` sorted in non-decreasing order, and a number `target`, return `True` if and only if `target` is a majority element.

A majority element is an element that appears more than `N/2` times in an array of length `N`.


Example 1:
Input: nums = [2,4,5,5,5,5,5,6,6], target = 5
Output: true
Explanation: 
The value 5 appears 5 times and the length of the array is 9.

Thus, 5 is a majority element because 5 > 9/2 is true.


Example 2:
Input: nums = [10,100,101,101], target = 101
Output: false
Explanation: 
The value 101 appears 2 times and the length of the array is 4.

Thus, 101 is not a majority element because 2 > 4/2 is false.


Constraints:
`1 <= nums.length <= 1000`
`1 <= nums[i] <= 10^9`
`1 <= target <= 10^9`",1,Easy,,57.2,4.4,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array,271,20.8K,36.3K,Facebook,Binary Search,191,25,88,1,"[Majority Element, /problems/majority-element/, Easy], [Majority Element II, /problems/majority-element-ii/, Medium]"
1151,Minimum Swaps to Group All 1's Together,"Given a binary array `data`, return the minimum number of swaps required to group all `1`’s present in the array together in any place in the array.


Example 1:
Input: data = [1,0,1,0,1]
Output: 1
Explanation: 
There are 3 ways to group all 1's together:
[1,1,1,0,0] using 1 swap.

[0,1,1,1,0] using 2 swaps.

[0,0,1,1,1] using 1 swap.

The minimum is 1.


Example 2:
Input: data = [0,0,0,1,0]
Output: 0
Explanation: 
Since there is only one 1 in the array, no swaps needed.


Example 3:
Input: data = [1,0,1,0,1,0,0,1,1,0,1]
Output: 3
Explanation: 
One possible solution that uses 3 swaps is [0,0,0,0,0,1,1,1,1,1,1].


Example 4:
Input: data = [1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1]
Output: 8

Constraints:
`1 <= data.length <= 105`
`data[i]` is `0` or `1`.",1,Medium,/articles/minimum-swaps-to-group-all-1s-together,58.8,34.2,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together,155,10.4K,17.7K,"IBM,Twitter",Sliding Window,330,2,99,0,"[Minimum Adjacent Swaps for K Consecutive Ones, /problems/minimum-adjacent-swaps-for-k-consecutive-ones/, Hard]"
1152,Analyze User Website Visit Pattern,"We are given some website visits: the user with name `username[i]` visited the website `website[i]` at time `timestamp[i]`.

A 3-sequence is a list of websites of length 3 sorted in ascending order by the time of their visits.  (The websites in a 3-sequence are not necessarily distinct.)
Find the 3-sequence visited by the largest number of users. If there is more than one solution, return the lexicographically smallest such 3-sequence.


Example 1:
Input: username = [""joe"",""joe"",""joe"",""james"",""james"",""james"",""james"",""mary"",""mary"",""mary""], timestamp = [1,2,3,4,5,6,7,8,9,10], website = [""home"",""about"",""career"",""home"",""cart"",""maps"",""home"",""home"",""about"",""career""]
Output: [""home"",""about"",""career""]
Explanation: 
The tuples in this example are:
[""joe"", 1, ""home""]
[""joe"", 2, ""about""]
[""joe"", 3, ""career""]
[""james"", 4, ""home""]
[""james"", 5, ""cart""]
[""james"", 6, ""maps""]
[""james"", 7, ""home""]
[""mary"", 8, ""home""]
[""mary"", 9, ""about""]
[""mary"", 10, ""career""]
The 3-sequence (""home"", ""about"", ""career"") was visited at least once by 2 users.

The 3-sequence (""home"", ""cart"", ""maps"") was visited at least once by 1 user.

The 3-sequence (""home"", ""cart"", ""home"") was visited at least once by 1 user.

The 3-sequence (""home"", ""maps"", ""home"") was visited at least once by 1 user.

The 3-sequence (""cart"", ""maps"", ""home"") was visited at least once by 1 user.

Note:
`3 <= N = username.length = timestamp.length = website.length <= 50`
`1 <= username[i].length <= 10`
`0 <= timestamp[i] <= 10^9`
`1 <= website[i].length <= 10`
Both `username[i]` and `website[i]` contain only lowercase characters.

It is guaranteed that there is at least one user who visited at least 3 websites.

No user visits two websites at the same time.",1,Medium,,43.1,69.8,https://leetcode.com/problems/analyze-user-website-visit-pattern,220,30.2K,70.2K,"Amazon,Spotify,DoorDash","Hash Table, Sort",169,1504,10,1,
1153,String Transforms Into Another String,"Given two strings `str1` and `str2` of the same length, determine whether you can transform `str1` into `str2` by doing zero or more conversions.

In one conversion you can convert all occurrences of one character in `str1` to any other lowercase English character.

Return `true` if and only if you can transform `str1` into `str2`.


Example 1:
Input: str1 = ""aabcc"", str2 = ""ccdee""
Output: true
Explanation: Convert 'c' to 'e' then 'b' to 'd' then 'a' to 'c'. Note that the order of conversions matter.


Example 2:
Input: str1 = ""leetcode"", str2 = ""codeleet""
Output: false
Explanation: There is no way to transform str1 to str2.


Constraints:
`1 <= str1.length == str2.length <= 104`
`str1` and `str2` contain only lowercase English letters.",1,Hard,,35.8,47.8,https://leetcode.com/problems/string-transforms-into-another-string,176,34.8K,97.2K,"Google,ByteDance",Graph,572,214,73,1,
1154,Day of the Year,"Given a string `date` representing a Gregorian calendar date formatted as `YYYY-MM-DD`, return the day number of the year.


Example 1:
Input: date = ""2019-01-09""
Output: 9
Explanation: Given date is the 9th day of the year in 2019.


Example 2:
Input: date = ""2019-02-10""
Output: 41

Example 3:
Input: date = ""2003-03-01""
Output: 60

Example 4:
Input: date = ""2004-03-01""
Output: 61

Constraints:
`date.length == 10`
`date[4] == date[7] == '-'`, and all other `date[i]`'s are digits
`date` represents a calendar date between Jan 1st, 1900 and Dec 31, 2019.",0,Easy,,49.1,9.6,https://leetcode.com/problems/day-of-the-year,338,22.9K,46.7K,ZScaler,Math,150,218,41,0,
1155,Number of Dice Rolls With Target Sum,"You have `d` dice, and each die has `f` faces numbered `1, 2, ..., f`.

Return the number of possible ways (out of `fd` total ways) modulo `10^9 + 7` to roll the dice so the sum of the face up numbers equals `target`.


Example 1:
Input: d = 1, f = 6, target = 3
Output: 1
Explanation: 
You throw one die with 6 faces.  There is only one way to get a sum of 3.


Example 2:
Input: d = 2, f = 6, target = 7
Output: 6
Explanation: 
You throw two dice, each with 6 faces.  There are 6 ways to get a sum of 7:
1+6, 2+5, 3+4, 4+3, 5+2, 6+1.


Example 3:
Input: d = 2, f = 5, target = 10
Output: 1
Explanation: 
You throw two dice, each with 5 faces.  There is only one way to get a sum of 10: 5+5.


Example 4:
Input: d = 1, f = 2, target = 3
Output: 0
Explanation: 
You throw one die with 2 faces.  There is no way to get a sum of 3.


Example 5:
Input: d = 30, f = 30, target = 500
Output: 222616187
Explanation: 
The answer must be returned modulo 10^9 + 7.


Constraints:
`1 <= d, f <= 30`
`1 <= target <= 1000`",0,Medium,,47.6,27.6,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,470,68.4K,143.7K,"Amazon,Microsoft,ByteDance",Dynamic Programming,1230,59,95,1,"[Equal Sum Arrays With Minimum Number of Operations, /problems/equal-sum-arrays-with-minimum-number-of-operations/, Medium]"
1157,Online Majority Element In Subarray,"Implementing the class `MajorityChecker`, which has the following API:
`MajorityChecker(int[] arr)` constructs an instance of MajorityChecker with the given array `arr`;
`int query(int left, int right, int threshold)` has arguments such that:
	
`0 <= left <= right < arr.length` representing a subarray of `arr`;
`2 * threshold > right - left + 1`, ie. the threshold is always a strict majority of the length of the subarray
Each `query(...)` returns the element in `arr[left], arr[left+1], ..., arr[right]` that occurs at least `threshold` times, or `-1` if no such element exists.


Example:
MajorityChecker majorityChecker = new MajorityChecker([1,1,2,2,1,1]);
majorityChecker.query(0,5,4); // returns 1
majorityChecker.query(0,3,3); // returns -1
majorityChecker.query(2,3,2); // returns 2

Constraints:
`1 <= arr.length <= 20000`
`1 <= arr[i] <= 20000`
For each query, `0 <= left <= right < len(arr)`
For each query, `2 * threshold > right - left + 1`
The number of queries is at most `10000`",0,Hard,,40.7,2.0,https://leetcode.com/problems/online-majority-element-in-subarray,84,9.5K,23.4K,"Google,Nutanix","Binary Search, Segment Tree",302,34,90,1,
1160,Find Words That Can Be Formed by Characters,"You are given an array of strings `words` and a string `chars`.

A string is good if it can be formed by characters from `chars` (each character can only be used once).

Return the sum of lengths of all good strings in `words`.


Example 1:
Input: words = [""cat"",""bt"",""hat"",""tree""], chars = ""atach""
Output: 6
Explanation: 
The strings that can be formed are ""cat"" and ""hat"" so the answer is 3 + 3 = 6.


Example 2:
Input: words = [""hello"",""world"",""leetcode""], chars = ""welldonehoneyr""
Output: 10
Explanation: 
The strings that can be formed are ""hello"" and ""world"" so the answer is 5 + 5 = 10.

Note:
`1 <= words.length <= 1000`
`1 <= words[i].length, chars.length <= 100`
All strings contain lowercase English letters only.",0,Easy,,67.9,16.7,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,764,76.6K,112.8K,Amazon,Hash Table,592,92,87,1,
1161,Maximum Level Sum of a Binary Tree,"Given the `root` of a binary tree, the level of its root is `1`, the level of its children is `2`, and so on.

Return the smallest level `x` such that the sum of all the values of nodes at level `x` is maximal.


Example 1:
Input: root = [1,7,0,7,-8,null,null]
Output: 2
Explanation: 
Level 1 sum = 1.

Level 2 sum = 7 + 0 = 7.

Level 3 sum = 7 + -8 = -1.

So we return the level with the maximum sum which is level 2.


Example 2:
Input: root = [989,null,10250,98693,-89388,null,null,null,-32127]
Output: 2

Constraints:
The number of nodes in the tree is in the range `[1, 104]`.

`-105 <= Node.val <= 105`",0,Medium,/articles/maximum-level-sum-of-a-binary-tree,69.0,11.8,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree,684,65.9K,95.5K,"Amazon,Facebook","Tree, Breadth-first Search",741,40,95,1,
1162,As Far from Land as Possible,"Given an `n x n` `grid` containing only values `0` and `1`, where `0` represents water and `1` represents land, find a water cell such that its distance to the nearest land cell is maximized, and return the distance. If no land or water exists in the grid, return `-1`.

The distance used in this problem is the Manhattan distance: the distance between two cells `(x0, y0)` and `(x1, y1)` is `|x0 - x1| + |y0 - y1|`.


Example 1:
Input: grid = [[1,0,1],[0,0,0],[1,0,1]]
Output: 2
Explanation: The cell (1, 1) is as far as possible from all the land with distance 2.


Example 2:
Input: grid = [[1,0,0],[0,0,0],[0,0,0]]
Output: 4
Explanation: The cell (2, 2) is as far as possible from all the land with distance 4.


Constraints:
`n == grid.length`
`n == grid[i].length`
`1 <= n <= 100`
`grid[i][j]` is `0` or `1`",0,Medium,,45.6,9.6,https://leetcode.com/problems/as-far-from-land-as-possible,317,33.1K,72.5K,"Facebook,Google","Breadth-first Search, Graph",829,35,96,1,"[Shortest Distance from All Buildings, /problems/shortest-distance-from-all-buildings/, Hard]"
1166,Design File System,"You are asked to design a file system that allows you to create new paths and associate them with different values.

The format of a path is one or more concatenated strings of the form: `/` followed by one or more lowercase English letters. For example, ""`/leetcode""` and ""`/leetcode/problems""` are valid paths while an empty string `""""` and `""/""` are not.

Implement the `FileSystem` class:
`bool createPath(string path, int value)` Creates a new `path` and associates a `value` to it if possible and returns `true`. Returns `false` if the path already exists or its parent path doesn't exist.

`int get(string path)` Returns the value associated with `path` or returns `-1` if the path doesn't exist.


Example 1:
Input: 
[""FileSystem"",""createPath"",""get""]
[[],[""/a"",1],[""/a""]]
Output: 
[null,true,1]
Explanation: 
FileSystem fileSystem = new FileSystem();
fileSystem.createPath(""/a"", 1); // return true
fileSystem.get(""/a""); // return 1

Example 2:
Input: 
[""FileSystem"",""createPath"",""createPath"",""get"",""createPath"",""get""]
[[],[""/leet"",1],[""/leet/code"",2],[""/leet/code""],[""/c/d"",1],[""/c""]]
Output: 
[null,true,true,2,false,-1]
Explanation: 
FileSystem fileSystem = new FileSystem();
fileSystem.createPath(""/leet"", 1); // return true
fileSystem.createPath(""/leet/code"", 2); // return true
fileSystem.get(""/leet/code""); // return 2
fileSystem.createPath(""/c/d"", 1); // return false because the parent path ""/c"" doesn't exist.

fileSystem.get(""/c""); // return -1 because this path doesn't exist.


Constraints:
The number of calls to the two functions is less than or equal to `104` in total.

`2 <= path.length <= 100`
`1 <= value <= 109`",1,Medium,/articles/design-file-system,58.4,28.3,https://leetcode.com/problems/design-file-system,102,10.9K,18.6K,Amazon,Hash Table,149,15,91,1,
1167,Minimum Cost to Connect Sticks,"You have some number of sticks with positive integer lengths. These lengths are given as an array `sticks`, where `sticks[i]` is the length of the `ith` stick.

You can connect any two sticks of lengths `x` and `y` into one stick by paying a cost of `x + y`. You must connect all the sticks until there is only one stick remaining.

Return the minimum cost of connecting all the given sticks into one stick in this way.


Example 1:
Input: sticks = [2,4,3]
Output: 14
Explanation: You start with sticks = [2,4,3].

1. Combine sticks 2 and 3 for a cost of 2 + 3 = 5. Now you have sticks = [5,4].

2. Combine sticks 5 and 4 for a cost of 5 + 4 = 9. Now you have sticks = [9].

There is only one stick left, so you are done. The total cost is 5 + 9 = 14.


Example 2:
Input: sticks = [1,8,3,5]
Output: 30
Explanation: You start with sticks = [1,8,3,5].

1. Combine sticks 1 and 3 for a cost of 1 + 3 = 4. Now you have sticks = [4,8,5].

2. Combine sticks 4 and 5 for a cost of 4 + 5 = 9. Now you have sticks = [9,8].

3. Combine sticks 9 and 8 for a cost of 9 + 8 = 17. Now you have sticks = [17].

There is only one stick left, so you are done. The total cost is 4 + 9 + 17 = 30.


Example 3:
Input: sticks = [5]
Output: 0
Explanation: There is only one stick, so you don't need to do anything. The total cost is 0.


Constraints:
`1 <= sticks.length <= 104`
`1 <= sticks[i] <= 104`",1,Medium,/articles/minimum-cost-to-connect-sticks,64.6,34.2,https://leetcode.com/problems/minimum-cost-to-connect-sticks,232,44.1K,68.3K,Amazon,Greedy,517,134,79,1,"[Minimum Cost to Merge Stones, /problems/minimum-cost-to-merge-stones/, Hard]"
1168,Optimize Water Distribution in a Village,"There are `n` houses in a village. We want to supply water for all the houses by building wells and laying pipes.

For each house `i`, we can either build a well inside it directly with cost `wells[i - 1]` (note the `-1` due to 0-indexing), or pipe in water from another well to it. The costs to lay pipes between houses are given by the array `pipes`, where each `pipes[j] = [house1j, house2j, costj]` represents the cost to connect `house1j` and `house2j` together using a pipe. Connections are bidirectional.

Return the minimum total cost to supply water to all houses.


Example 1:
Input: n = 3, wells = [1,2,2], pipes = [[1,2,1],[2,3,1]]
Output: 3
Explanation: 
The image shows the costs of connecting houses using pipes.

The best strategy is to build a well in the first house with cost 1 and connect the other houses to it with cost 2 so the total cost is 3.


Constraints:
`1 <= n <= 104`
`wells.length == n`
`0 <= wells[i] <= 105`
`1 <= pipes.length <= 104`
`pipes[j].length == 3`
`1 <= house1j, house2j <= n`
`0 <= costj <= 105`
`house1j != house2j`",1,Hard,,61.1,2.7,https://leetcode.com/problems/optimize-water-distribution-in-a-village,115,11.6K,18.9K,"Google,Facebook,Yahoo","Union Find, Graph",396,15,96,1,
1170,Compare Strings by Frequency of the Smallest Character,"Let the function `f(s)` be the frequency of the lexicographically smallest character in a non-empty string `s`. For example, if `s = ""dcce""` then `f(s) = 2` because the lexicographically smallest character is `'c'`, which has a frequency of 2.

You are given an array of strings `words` and another array of query strings `queries`. For each query `queries[i]`, count the number of words in `words` such that `f(queries[i])` < `f(W)` for each `W` in `words`.

Return an integer array `answer`, where each `answer[i]` is the answer to the `ith` query.


Example 1:
Input: queries = [""cbd""], words = [""zaaaz""]
Output: [1]
Explanation: On the first query we have f(""cbd"") = 1, f(""zaaaz"") = 3 so f(""cbd"") < f(""zaaaz"").


Example 2:
Input: queries = [""bbb"",""cc""], words = [""a"",""aa"",""aaa"",""aaaa""]
Output: [1,2]
Explanation: On the first query only f(""bbb"") < f(""aaaa""). On the second query both f(""aaa"") and f(""aaaa"") are both > f(""cc"").


Constraints:
`1 <= queries.length <= 2000`
`1 <= words.length <= 2000`
`1 <= queries[i].length, words[i].length <= 10`
`queries[i][j]`, `words[i][j]` consist of lowercase English letters.",0,Medium,,60.4,3.6,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character,474,55.6K,92.2K,Google,Binary Search,347,797,30,1,
1171,Remove Zero Sum Consecutive Nodes from Linked List,"Given the `head` of a linked list, we repeatedly delete consecutive sequences of nodes that sum to `0` until there are no such sequences.

After doing so, return the head of the final linked list.  You may return any such answer.

(Note that in the examples below, all sequences are serializations of `ListNode` objects.)

Example 1:
Input: head = [1,2,-3,3,1]
Output: [3,1]
Note: The answer [1,2,1] would also be accepted.


Example 2:
Input: head = [1,2,3,-3,4]
Output: [1,2,4]

Example 3:
Input: head = [1,2,3,-3,-2]
Output: [1]

Constraints:
The given linked list will contain between `1` and `1000` nodes.

Each node in the linked list has `-1000 <= node.val <= 1000`.",0,Medium,,41.5,21.5,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,249,24.2K,58.4K,Amazon,Linked List,830,52,94,1,"[Delete N Nodes After M Nodes of a Linked List, /problems/delete-n-nodes-after-m-nodes-of-a-linked-list/, Easy]"
1175,Prime Arrangements,"Return the number of permutations of 1 to `n` so that prime numbers are at prime indices (1-indexed.)
(Recall that an integer is prime if and only if it is greater than 1, and cannot be written as a product of two positive integers both smaller than it.)
Since the answer may be large, return the answer modulo `10^9 + 7`.


Example 1:
Input: n = 5
Output: 12
Explanation: For example [1,2,5,4,3] is a valid permutation, but [5,2,3,4,1] is not because the prime number 5 is at index 1.


Example 2:
Input: n = 100
Output: 682289015

Constraints:
`1 <= n <= 100`",0,Easy,,51.7,0.0,https://leetcode.com/problems/prime-arrangements,220,15.4K,29.7K,"Infosys,Amazon",Math,158,277,36,1,
1176,Diet Plan Performance,"A dieter consumes `calories[i]` calories on the `i`-th day. 
Given an integer `k`, for every consecutive sequence of `k` days (`calories[i], calories[i+1], ..., calories[i+k-1]` for all `0 <= i <= n-k`), they look at T, the total calories consumed during that sequence of `k` days (`calories[i] + calories[i+1] + ... + calories[i+k-1]`):
If `T < lower`, they performed poorly on their diet and lose 1 point; 
If `T > upper`, they performed well on their diet and gain 1 point;
Otherwise, they performed normally and there is no change in points.

Initially, the dieter has zero points. Return the total number of points the dieter has after dieting for `calories.length` days.

Note that the total points can be negative.


Example 1:
Input: calories = [1,2,3,4,5], k = 1, lower = 3, upper = 3
Output: 0
Explanation: Since k = 1, we consider each element of the array separately and compare it to lower and upper.

calories[0] and calories[1] are less than lower so 2 points are lost.

calories[3] and calories[4] are greater than upper so 2 points are gained.


Example 2:
Input: calories = [3,2], k = 2, lower = 0, upper = 1
Output: 1
Explanation: Since k = 2, we consider subarrays of length 2.

calories[0] + calories[1] > upper so 1 point is gained.


Example 3:
Input: calories = [6,5,0,0], k = 2, lower = 1, upper = 5
Output: 0
Explanation:
calories[0] + calories[1] > upper so 1 point is gained.

lower <= calories[1] + calories[2] <= upper so no change in points.

calories[2] + calories[3] < lower so 1 point is lost.


Constraints:
`1 <= k <= calories.length <= 10^5`
`0 <= calories[i] <= 20000`
`0 <= lower <= upper`",1,Easy,,53.8,0.0,https://leetcode.com/problems/diet-plan-performance,189,17.1K,31.9K,Amazon,Sliding Window,81,217,27,1,
1178,Number of Valid Words for Each Puzzle,"With respect to a given `puzzle` string, a `word` is valid if both the following conditions are satisfied:
`word` contains the first letter of `puzzle`.

For each letter in `word`, that letter is in `puzzle`.

	For example, if the puzzle is ""abcdefg"", then valid words are ""faced"", ""cabbage"", and ""baggage""; while invalid words are ""beefed"" (doesn't include ""a"") and ""based"" (includes ""s"" which isn't in the puzzle).

Return an array `answer`, where `answer[i]` is the number of words in the given word list `words` that are valid with respect to the puzzle `puzzles[i]`.


Example :
Input: 
words = [""aaaa"",""asas"",""able"",""ability"",""actt"",""actor"",""access""], 
puzzles = [""aboveyz"",""abrodyz"",""abslute"",""absoryz"",""actresz"",""gaswxyz""]
Output: [1,1,3,2,4,0]
Explanation:
1 valid word for ""aboveyz"" : ""aaaa"" 
1 valid word for ""abrodyz"" : ""aaaa""
3 valid words for ""abslute"" : ""aaaa"", ""asas"", ""able""
2 valid words for ""absoryz"" : ""aaaa"", ""asas""
4 valid words for ""actresz"" : ""aaaa"", ""asas"", ""actt"", ""access""
There're no valid words for ""gaswxyz"" cause none of the words in the list contains letter 'g'.


Constraints:
`1 <= words.length <= 10^5`
`4 <= words[i].length <= 50`
`1 <= puzzles.length <= 10^4`
`puzzles[i].length == 7`
`words[i][j]`, `puzzles[i][j]` are English lowercase letters.

Each `puzzles[i] `doesn't contain repeated characters.",0,Hard,,39.6,63.1,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle,104,8.9K,22.4K,Dropbox,"Hash Table, Bit Manipulation",287,34,89,0,
1180,Count Substrings with Only One Distinct Letter,"Given a string `S`, return the number of substrings that have only one distinct letter.


Example 1:
Input: S = ""aaaba""
Output: 8
Explanation: The substrings with one distinct letter are ""aaa"", ""aa"", ""a"", ""b"".

""aaa"" occurs 1 time.

""aa"" occurs 2 times.

""a"" occurs 4 times.

""b"" occurs 1 time.

So the answer is 1 + 2 + 4 + 1 = 8.


Example 2:
Input: S = ""aaaaaaaaaa""
Output: 55

Constraints:
`1 <= S.length <= 1000`
`S[i]` consists of only lowercase English letters.",1,Easy,/articles/count-substrings-with-only-one-distinct-letter,77.9,23.2,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter,253,14.7K,18.9K,Virtu Financial,Math,190,36,84,0,
1182,Shortest Distance to Target Color,"You are given an array `colors`, in which there are three colors: `1`, `2` and `3`.

You are also given some queries. Each query consists of two integers `i` and `c`, return the shortest distance between the given index `i` and the target color `c`. If there is no solution return `-1`.


Example 1:
Input: colors = [1,1,2,1,3,2,2,3,3], queries = [[1,3],[2,2],[6,1]]
Output: [3,0,3]
Explanation: 
The nearest 3 from index 1 is at index 4 (3 steps away).

The nearest 2 from index 2 is at index 2 itself (0 steps away).

The nearest 1 from index 6 is at index 3 (3 steps away).


Example 2:
Input: colors = [1,2], queries = [[0,3]]
Output: [-1]
Explanation: There is no 3 in the array.


Constraints:
`1 <= colors.length <= 5*10^4`
`1 <= colors[i] <= 3`
`1 <= queries.length <= 5*10^4`
`queries[i].length == 2`
`0 <= queries[i][0] < colors.length`
`1 <= queries[i][1] <= 3`",1,Medium,/articles/shortest-distance-to-target-color,53.6,0.0,https://leetcode.com/problems/shortest-distance-to-target-color,132,9.3K,17.4K,Google,Binary Search,154,4,97,1,
1183,Maximum Number of Ones,"Consider a matrix `M` with dimensions `width * height`, such that every cell has value `0` or `1`, and any square sub-matrix of `M` of size `sideLength * sideLength` has at most `maxOnes` ones.

Return the maximum possible number of ones that the matrix `M` can have.


Example 1:
Input: width = 3, height = 3, sideLength = 2, maxOnes = 1
Output: 4
Explanation:
In a 3*3 matrix, no 2*2 sub-matrix can have more than 1 one.

The best solution that has 4 ones is:
[1,0,1]
[0,0,0]
[1,0,1]

Example 2:
Input: width = 3, height = 3, sideLength = 2, maxOnes = 2
Output: 6
Explanation:
[1,0,1]
[1,0,1]
[1,0,1]

Constraints:
`1 <= width, height <= 100`
`1 <= sideLength <= width, height`
`0 <= maxOnes <= sideLength * sideLength`",1,Hard,,57.8,0.0,https://leetcode.com/problems/maximum-number-of-ones,22,1.7K,2.9K,Qualcomm,"Math, Sort",76,9,89,0,
1186,Maximum Subarray Sum with One Deletion,"Given an array of integers, return the maximum sum for a non-empty subarray (contiguous elements) with at most one element deletion. In other words, you want to choose a subarray and optionally delete one element from it so that there is still at least one element left and the sum of the remaining elements is maximum possible.

Note that the subarray needs to be non-empty after deleting one element.


Example 1:
Input: arr = [1,-2,0,3]
Output: 4
Explanation: Because we can choose [1, -2, 0, 3] and drop -2, thus the subarray [1, 0, 3] becomes the maximum value.


Example 2:
Input: arr = [1,-2,-2,3]
Output: 3
Explanation: We just choose [3] and it's the maximum sum.


Example 3:
Input: arr = [-1,-1,-1,-1]
Output: -1
Explanation: The final subarray needs to be non-empty. You can't choose [-1] and delete -1 from it, then get an empty subarray to make the sum equals to 0.


Constraints:
`1 <= arr.length <= 105`
`-104 <= arr[i] <= 104`",0,Medium,,38.9,20.5,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion,249,21.7K,55.8K,Goldman Sachs,Dynamic Programming,770,29,96,0,
1189,Maximum Number of Balloons,"Given a string `text`, you want to use the characters of `text` to form as many instances of the word ""balloon"" as possible.

You can use each character in `text` at most once. Return the maximum number of instances that can be formed.


Example 1:
Input: text = ""nlaebolko""
Output: 1

Example 2:
Input: text = ""loonbalxballpoon""
Output: 2

Example 3:
Input: text = ""leetcode""
Output: 0

Constraints:
`1 <= text.length <= 10^4`
`text` consists of lower case English letters only.",0,Easy,,62.3,25.5,https://leetcode.com/problems/maximum-number-of-balloons,723,60.3K,96.9K,"Tesla,Microsoft",Hash Table,514,47,92,0,
1190,Reverse Substrings Between Each Pair of Parentheses,"You are given a string `s` that consists of lower case English letters and brackets. 
Reverse the strings in each pair of matching parentheses, starting from the innermost one.

Your result should not contain any brackets.


Example 1:
Input: s = ""(abcd)""
Output: ""dcba""

Example 2:
Input: s = ""(u(love)i)""
Output: ""iloveu""
Explanation: The substring ""love"" is reversed first, then the whole string is reversed.


Example 3:
Input: s = ""(ed(et(oc))el)""
Output: ""leetcode""
Explanation: First, we reverse the substring ""oc"", then ""etco"", and finally, the whole string.


Example 4:
Input: s = ""a(bcdefghijkl(mno)p)q""
Output: ""apmnolkjihgfedcbq""

Constraints:
`0 <= s.length <= 2000`
`s` only contains lower case English characters and parentheses.

It's guaranteed that all parentheses are balanced.",0,Medium,,64.3,31.2,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses,430,31.5K,48.9K,"Amazon,Oracle,Postmates",Stack,698,24,97,1,
1191,K-Concatenation Maximum Sum,"Given an integer array `arr` and an integer `k`, modify the array by repeating it `k` times.

For example, if `arr = [1, 2]` and `k = 3 `then the modified array will be `[1, 2, 1, 2, 1, 2]`.

Return the maximum sub-array sum in the modified array. Note that the length of the sub-array can be `0` and its sum in that case is `0`.

As the answer can be very large, return the answer modulo `109 + 7`.


Example 1:
Input: arr = [1,2], k = 3
Output: 9

Example 2:
Input: arr = [1,-2,1], k = 5
Output: 2

Example 3:
Input: arr = [-1,-2], k = 7
Output: 0

Constraints:
`1 <= arr.length <= 105`
`1 <= k <= 105`
`-104 <= arr[i] <= 104`",0,Medium,,25.0,5.7,https://leetcode.com/problems/k-concatenation-maximum-sum,197,16.6K,66.2K,American Express,Dynamic Programming,499,46,92,0,
